#{"t_start": 1648262053.3613398, "env_id": null}
r,l,t
11.0,10,54618.601655
5.0,15,54680.459719
10.0,11,54722.342191
11.0,9,54760.64204
11.0,10,54801.985948
6.0,14,54859.297243
9.0,11,54904.647259
7.0,14,54962.112228
8.0,11,55003.825216
10.0,12,55053.233912
9.0,10,55096.226032
4.0,17,55157.000593
11.0,8,55191.490228
11.0,10,55233.495599
4.0,16,55294.115234
11.0,10,55335.449249
11.0,9,55372.286324
11.0,9,55410.119043
10.0,10,55451.561892
9.0,12,55500.51035
9.0,11,55542.449656
10.0,10,55584.509697
8.0,12,55633.079637
12.0,8,55667.895958
10.0,11,55709.81841
8.0,12,55760.241373
11.0,9,55798.512677
9.0,11,55843.56593
6.0,14,55900.653891
10.0,10,55942.379057
-2.5,20,56000.504343
8.0,11,56042.441965
10.0,10,56086.439219
10.0,8,56121.279032
6.0,16,56181.23034
10.0,10,56222.620586
2.0,20,56302.543838
9.0,12,56352.197582
12.0,8,56385.826743
11.0,9,56424.224534
11.0,9,56462.396003
8.0,13,56511.012105
5.0,15,56572.047541
12.0,9,56609.997441
12.0,9,56647.960476
-4.5,20,56722.248448
0.5,20,56786.296637
9.0,10,56828.298156
13.0,8,56863.134219
10.0,12,56912.294326
12.0,9,56950.682157
6.5,12,56999.364687
-2.5,20,57078.600737
12.0,10,57120.434391
6.0,14,57174.616529
5.5,11,57215.208641
8.0,11,57260.509326
11.0,10,57303.054152
5.0,15,57362.915196
11.0,8,57397.809003
8.0,11,57440.092338
10.0,10,57481.786303
10.0,11,57527.837686
8.0,11,57573.309785
9.0,10,57615.460215
10.0,10,57658.309083
9.0,10,57700.542675
8.0,10,57742.605495
11.0,9,57780.94555
12.0,8,57815.496589
7.0,15,57876.509544
9.0,10,57915.083338
9.0,10,57956.473555
5.0,14,58009.069487
-2.0,20,58082.754319
11.0,9,58120.455246
11.0,11,58165.570254
9.0,10,58207.018001
8.0,14,58252.9961
-2.5,20,58320.866827
9.0,10,58363.151907
-3.0,20,58425.360657
5.0,15,58485.888078
11.0,8,58520.649641
10.0,11,58566.564705
6.0,14,58623.938106
10.0,12,58674.246462
11.0,9,58711.656469
9.0,10,58753.357972
9.0,12,58803.648278
9.0,11,58844.752626
10.0,10,58883.652556
11.0,11,58929.654827
8.0,11,58972.068887
12.0,8,59007.497665
12.0,8,59043.016718
10.0,10,59085.549333
10.0,10,59128.008024
12.0,9,59163.333428
8.0,12,59206.452705
7.0,12,59245.772581
10.0,10,59284.612206
9.0,10,59326.801813
5.0,15,59389.82423
11.0,9,59429.296644
9.0,10,59471.607433
8.0,12,59521.632801
11.0,8,59557.16995
11.0,8,59592.72589
10.0,11,59632.041825
12.0,8,59667.313058
2.0,18,59734.468817
4.0,16,59795.652236
9.0,10,59837.750851
-0.5,20,59904.412699
10.0,9,59943.662734
9.0,10,59986.130443
9.0,11,60032.733691
12.0,10,60075.522459
11.0,8,60110.831912
11.0,9,60149.800176
-2.5,20,60216.08907
-3.5,20,60278.469375
11.0,9,60316.300633
-1.5,20,60373.828516
9.0,11,60416.376819
5.0,15,60472.990913
-1.5,20,60538.788399
-3.5,20,60594.364094
5.0,17,60663.21845
12.0,8,60698.132546
9.0,10,60739.914845
9.0,10,60781.943302
12.0,9,60820.545866
5.0,15,60878.729732
11.0,10,60920.964613
10.0,10,60962.965376
7.0,13,61012.23006
9.0,10,61054.344408
12.0,9,61093.052948
11.0,10,61135.040426
8.0,14,61193.176132
11.0,8,61228.511539
12.0,9,61267.415314
11.0,10,61309.641724
7.0,14,61366.395926
4.5,14,61412.599367
8.0,11,61453.851883
9.0,11,61499.22365
12.0,8,61533.77026
11.0,10,61576.176262
9.0,10,61618.489436
9.0,11,61664.430936
11.0,9,61702.953434
12.0,9,61741.672668
-0.5,20,61807.190193
10.0,11,61850.180186
13.0,9,61888.927006
9.0,10,61930.681193
9.0,13,61980.029805
3.0,19,62051.613583
11.0,9,62089.003495
-0.5,20,62164.932975
9.0,12,62214.521703
-4.0,20,62282.149339
7.0,13,62335.139889
11.0,9,62372.359198
11.0,8,62406.881563
11.0,8,62442.067111
9.0,12,62492.355309
9.0,12,62540.29645
-9.5,20,62565.168834
10.0,9,62604.092828
12.0,8,62638.935327
6.0,16,62700.35481
-2.5,20,62759.029798
-6.5,20,62836.573846
9.0,10,62877.253097
8.0,13,62930.896238
7.0,15,62991.1256
10.0,11,63033.36018
2.0,17,63101.968794
9.0,11,63147.17128
10.0,10,63188.776124
-2.5,20,63257.49342
0.0,20,63323.622393
9.0,11,63368.797172
8.0,12,63418.201825
11.0,8,63451.609937
10.0,11,63493.284132
10.0,9,63531.661568
6.0,14,63584.110178
7.0,13,63632.76946
2.0,19,63698.179608
-1.5,20,63772.562659
-1.5,20,63849.165838
11.0,9,63886.776868
2.0,19,63948.115185
-1.5,20,64016.08905
